Metric: entropy_arr
| Dataset    | Avg. Fit. | Entropy | # Images |
| carpet | 0.3026647209895258 | 303.2977795541751 | 10 |
| crack_forest | 0.35524891470479414 | 2360.095919739008 | 0 |
| None | 0.17992411863741414 | nan | 5 |
----------------------------------------------------------------

Metric: lbl_num_superpixels
| Dataset    | Avg. Fit. | Entropy | # Images |
| t_8 | 0.0299660741019151 | 100.0 | 24 |
| 80.jpg_dark_1 | 0.06338724146514814 | 100.0 | 16 |
| 81.jpg_bright | 0.030005440549644435 | 100.0 | 32 |
| 80.jpg_dark_4 | 0.27262126215227594 | 100.0 | 8 |
| 80.jpg_dark_5 | 0.06819294080608303 | 100.0 | 16 |
| FabricDefectsAITEX | 0.13369802570835207 | 120.0 | 20 |
| kos10 | 0.07770983260550123 | 96.0 | 8 |
| bottle_large | 0.26225513731343236 | 100.0 | 10 |
| bottle_small | 0.28464968029224386 | 100.0 | 11 |
| cable_missing_train | 0.6728396354139807 | 100.0 | 6 |
| capsule | 0.15132567662349938 | 100.0 | 10 |
| grid_thread | 0.22575435337960606 | 100.0 | 10 |
| hazelnut_crack_train | 0.3211591271554146 | 100.0 | 9 |
| leather | 0.3542320590261696 | 100.0 | 10 |
| metal_nut | 0.11186050396653803 | 100.0 | 11 |
| pill | 0.3568444599584175 | 100.0 | 13 |
| screw_scratch_neck_train | 0.16625183329373924 | 100.0 | 12 |
| tile_crack | 0.5549096597530526 | 100.0 | 8 |
| transistor_damaged_case_train | 0.2235231667261248 | 100.0 | 5 |
| wood_scratch | 0.375791355016471 | 100.0 | 9 |
| zipper | 0.28612142322204837 | 100.0 | 8 |
| MT_Blowhole_train | 0.24132746878410258 | 99.0701754385965 | 57 |
| resin_cgp | 0.4194555239730826 | 100.0 | 20 |
| resin_cgp_augmented | 0.27331149760548373 | 100.0 | 20 |
| window_cgp | 0.5404131094476052 | 100.0 | 20 |
| severstal | 0.20878441083697966 | 100.0 | 15 |
| spule-upside-0117 | 0.2260461338258702 | 100.0 | 0 |
| spule2-0816_Upside-dl1 | 0.3439434728439567 | 100.0 | 0 |
| toothbrush_small | 0.2134207678318056 | 100.0 | 12 |
| CF_RefSet | 0.18715859707154983 | 105.11764705882354 | 34 |
| CF_ReferenceSet_Small_Dark | 0.19065787842053256 | 102.66666666666667 | 6 |
| 80.jpg_dark_2 | 0.17827867743968123 | 100.0 | 0 |
| 80.jpg_dark_3 | 0.16132310651968113 | 100.0 | 16 |
| spule-upside-0315 | 0.6341683603837274 | 100.0 | 105 |
| spule-upside-hole | 0.18286907955278595 | 100.0 | 29 |
| spule-upside-hole256 | 0.17887530124981424 | 100.0 | 29 |
| CF_RefSet_Small_Light | 0.23250726753228973 | 106.28571428571429 | 7 |
| carpet | 0.3026647209895258 | 100.0 | 10 |
| crack_forest | 0.35524891470479414 | 96.0 | 0 |
| None | 0.17992411863741414 | nan | 5 |
----------------------------------------------------------------

| Metric | Cor(fit, v) |
| entropy_arr | 0.5864362419532936|
| blurriness_arr | 0.18076666371357322|
| brightness_arr | 0.3742545579803769|
| image_size | -0.19949658183987357|
| hist_entropy | 0.5864362419532934|
| jpeg_complexity | 0.2963068191761463|
| fractal_dimension | 0.36886235726292543|
| texture_features | 0.15606225992036635|
| edge_density | 0.006474425087769314|
| laplacian_variance | 0.18076666371357322|
| num_superpixels | -0.07725907966624798|
| label_count_per_image | -0.1661913923987404|
| label_size | 0.4474747159180136|
| relative_label_size | 0.5878355973859152|
| lbl_hist_entropy | 0.6528459374868626|
| lbl_fractal_dimension | 0.4729822349397417|
| lbl_texture_features | 0.4084251460125055|
| lbl_edge_density | 0.44684452238670175|
| lbl_laplacian_variance | 0.24439929850308137|
| lbl_num_superpixels | -0.13801335656459277|
